"assembly_accession","taxid","organism_name","assembly_level","release_type","genome_rep","seq_rel_date","asm_name","submitter","gbrs_paired_asm","paired_asm_comp","ftp_path","excluded_from_refseq","relation_to_type_material","asm_not_live_date","superkingdom","phylum","class","order","family","genus","assembly_id","b_complete","b_complete_and_single_copy","b_complete_and_duplicated","b_fragmented","b_missing","b_total_groups_searched","genome_size","global_cg_oe","global_cg_dens","dist_from_zeb_lca","mean_lifespan","mae_lifespan","mre_lifespan","sd_lifespan","max_lifespan","n_reported_values"
"GCA_015107575.1",34811,"Telmatochromis vittatus","Scaffold","Major","Full","2020/10/29","JBD6.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/575/GCA_015107575.1_JBD6.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Telmatochromis","GCA_015107575.1_JBD6.scf",76.2,75.6,0.6,10.7,13.1,3640,692464990,0.427630021489837,0.0174804924072768,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015107895.1",52954,"Eretmodus cyanostictus","Scaffold","Major","Full","2020/10/29","IZH7.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/895/GCA_015107895.1_IZH7.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Eretmodus","GCA_015107895.1_IZH7.scf",77.1,76.4,0.7,10.4,12.5,3640,720832011,0.404773367303535,0.0164634322822825,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015108065.1",32499,"Julidochromis marlieri","Scaffold","Major","Full","2020/10/29","JXB5.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/065/GCA_015108065.1_JXB5.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Julidochromis","GCA_015108065.1_JXB5.scf",75.6,74.8,0.8,10.7,13.7,3640,706627396,0.426215871280172,0.0174021231976123,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015108175.1",219366,"Pelvicachromis taeniatus","Scaffold","Major","Full","2020/10/29","JWI4.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/175/GCA_015108175.1_JWI4.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Pelvicachromis","GCA_015108175.1_JWI4.scf",78.2,77.4,0.8,9.2,12.6,3640,693289851,0.444627752393122,0.0188581197043948,NA,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015108215.1",40189,"Neolamprologus leleupi","Scaffold","Major","Full","2020/10/29","JWH9.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/215/GCA_015108215.1_JWH9.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Neolamprologus","GCA_015108215.1_JWH9.scf",75.8,75.1,0.7,10.4,13.8,3640,711353858,0.427578312165893,0.0174747797600333,460.8,7.5,2.5,33.3333333333333,3.53553390593274,10,2
"GCA_015108555.1",8129,"Coptodon rendalli","Scaffold","Major","Full","2020/10/29","JWE6.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/555/GCA_015108555.1_JWE6.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Coptodon","GCA_015108555.1_JWE6.scf",82.5,81.7,0.8,7.5,10,3640,734510853,0.396464660499058,0.0160298625294785,460.8,7,0,0,NA,7,1
"GCA_015108715.1",329913,"Lamprologus meleagris","Scaffold","Major","Full","2020/10/29","JWA9.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/715/GCA_015108715.1_JWA9.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Lamprologus","GCA_015108715.1_JWA9.scf",60.2,59.7,0.5,15.3,24.5,3640,688779800,0.427855117618894,0.0173170278803182,460.8,6,2,33.3333333333333,2.82842712474619,8,2
"GCA_015108955.1",34805,"Neolamprologus furcifer","Scaffold","Major","Full","2020/10/29","JEI6.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/955/GCA_015108955.1_JEI6.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Neolamprologus","GCA_015108955.1_JEI6.scf",76.9,76.4,0.5,10.2,12.9,3640,719344519,0.427564198271555,0.0175061763416314,460.8,4,1,25,1.4142135623731,5,2
"GCA_015109125.1",40190,"Neolamprologus tretocephalus","Scaffold","Major","Full","2020/10/29","KFH5.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/109/125/GCA_015109125.1_KFH5.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Neolamprologus","GCA_015109125.1_KFH5.scf",72.9,72.3,0.6,10.7,16.4,3640,694868712,0.423998555398886,0.017303331971004,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015109155.1",8148,"Tropheus duboisi","Scaffold","Major","Full","2020/10/29","KHA5.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/109/155/GCA_015109155.1_KHA5.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Tropheus","GCA_015109155.1_KHA5.scf",74.7,74,0.7,11.3,14,3640,694542091,0.407127099301,0.0165625743191999,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015109195.1",8125,"Julidochromis regani","Scaffold","Major","Full","2020/10/29","KFF4.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/109/195/GCA_015109195.1_KFF4.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Julidochromis","GCA_015109195.1_KFF4.scf",72.7,72.2,0.5,11.6,15.7,3640,685839716,0.423412380038864,0.017240583658471,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015109675.1",329915,"Lamprologus speciosus","Scaffold","Major","Full","2020/10/29","KCG2.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/109/675/GCA_015109675.1_KCG2.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Lamprologus","GCA_015109675.1_KCG2.scf",74.8,74.2,0.6,10.5,14.7,3640,715005986,0.432449811820214,0.0176902253235122,460.8,4,1,25,1.4142135623731,5,2
"GCA_015109695.1",329917,"Neolamprologus boulengeri","Scaffold","Major","Full","2020/10/29","KCE5.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/109/695/GCA_015109695.1_KCE5.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Neolamprologus","GCA_015109695.1_KCE5.scf",69.8,69,0.8,12.7,17.5,3640,684918977,0.424634098959462,0.017314459663453,460.8,4,1,25,1.4142135623731,5,2
"GCA_015110035.1",27735,"Callochromis pleurospilus","Scaffold","Major","Full","2020/10/29","JZE4.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/110/035/GCA_015110035.1_JZE4.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Callochromis","GCA_015110035.1_JZE4.scf",71.5,70.9,0.6,12.5,16,3640,709188225,0.439234472884245,0.0180266374276025,460.8,4,1,25,1.4142135623731,5,2
"GCA_015110075.1",34808,"Neolamprologus toae","Scaffold","Major","Full","2020/10/29","JZD6.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/110/075/GCA_015110075.1_JZD6.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Neolamprologus","GCA_015110075.1_JZD6.scf",76.2,75.4,0.8,10.5,13.3,3640,715708537,0.424242237477768,0.0173088727597502,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015110135.1",52957,"Spathodus marlieri","Scaffold","Major","Full","2020/10/29","JZD3.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/110/135/GCA_015110135.1_JZD3.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Spathodus","GCA_015110135.1_JZD3.scf",77.7,77,0.7,9.6,12.7,3640,714771393,0.403693265971569,0.0164009529687487,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015110155.1",27763,"Tanganicodus irsacae","Scaffold","Major","Full","2020/10/29","JYH3.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/110/155/GCA_015110155.1_JYH3.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Tanganicodus","GCA_015110155.1_JYH3.scf",75.7,75.1,0.6,10.4,13.9,3640,711538798,0.402060443059939,0.016324913037279,460.8,4,1,25,1.4142135623731,5,2
"GCA_015110215.1",8147,"Tropheus brichardi","Scaffold","Major","Full","2020/10/29","JYI8.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/110/215/GCA_015110215.1_JYI8.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Tropheus","GCA_015110215.1_JYI8.scf",75.8,75,0.8,9.7,14.5,3640,694005721,0.40828888836756,0.0166137909978411,460.8,4.5,1.5,33.3333333333333,2.12132034355964,6,2
"GCA_015110375.1",420104,"Lamprologus kungweensis","Scaffold","Major","Full","2020/10/29","JXG8.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/110/375/GCA_015110375.1_JXG8.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Lamprologus","GCA_015110375.1_JXG8.scf",75.8,75.2,0.6,11,13.2,3640,716095210,0.433535707450884,0.0177270240363708,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015110975.1",27783,"Cyphotilapia frontosa","Scaffold","Major","Full","2020/10/29","LEI6.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/110/975/GCA_015110975.1_LEI6.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Cyphotilapia","GCA_015110975.1_LEI6.scf",74,73.5,0.5,11.1,14.9,3640,692800633,0.399212017397059,0.0161775472858149,460.8,17.5,7.5,42.8571428571429,10.6066017177982,25,2
"GCA_015111415.1",158760,"Benthochromis tricoti","Scaffold","Major","Full","2020/10/29","LDA7.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/415/GCA_015111415.1_LDA7.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Benthochromis","GCA_015111415.1_LDA7.scf",72,71.2,0.8,11.1,16.9,3640,675405680,0.408745526465743,0.0166028852466861,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015111975.1",34809,"Telmatochromis bifrenatus","Scaffold","Major","Full","2020/10/29","KYB8.scf","""CICHLID~X""","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/975/GCA_015111975.1_KYB8.scf","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Telmatochromis","GCA_015111975.1_KYB8.scf",74.6,74.1,0.5,11.1,14.3,3640,693883046,0.428567135830596,0.0175374496756331,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_015220715.1",42514,"Pygocentrus nattereri","Chromosome","Major","Full","2020/11/03","fPygNat1.pri","Vertebrate Genomes Project","GCF_015220715.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/220/715/GCA_015220715.1_fPygNat1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Characiformes","Serrasalmidae","Pygocentrus","GCA_015220715.1_fPygNat1.pri",96.9,95.9,1,0.5,2.6,3640,1222067157,0.38078097590696,0.0154156405334114,284.22322,7.21111111111111,1.3679012345679,18.9693545625749,1.71787983023002,10,9
"GCA_015220745.1",72105,"Sebastes umbrosus","Chromosome","Major","Full","2020/11/03","fSebUmb1.pri","Vertebrate Genomes Project","GCF_015220745.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/220/745/GCA_015220745.1_fSebUmb1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_015220745.1_fSebUmb1.pri",96.9,95.6,1.3,0.6,2.5,3640,800921631,0.520999813917592,0.0215709419390123,460.8,31,0,0,NA,31,1
"GCA_015244755.2",373995,"Tenualosa ilisha","Contig","Major","Full","2020/11/05","TenIli1.0","Consortium Research Platform on Genmics, ICAR, India","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/244/755/GCA_015244755.2_TenIli1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Tenualosa","GCA_015244755.2_TenIli1.0",93.5,81.9,11.6,0.9,5.6,3640,908833095,0.352586364045824,0.0165907305565275,419.26,5,0,0,0,5,2
"GCA_015343265.1",1820603,"Pao palembangensis","Chromosome","Major","Full","2020/11/16","ASM1534326v1","BGI","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/343/265/GCA_015343265.1_ASM1534326v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Pao","GCA_015343265.1_ASM1534326v1",94.9,93.4,1.5,1,4.1,3640,356041988,0.533138688707699,0.0261853132895101,460.8,9,1,11.1111111111111,1.4142135623731,10,2
"GCA_015708825.1",7753,"Lethenteron reissneri","Chromosome","Major","Full","2020/12/01","ASM1570882v1","Center for Ecological and Environmental Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/708/825/GCA_015708825.1_ASM1570882v1","",NA,"na","Eukaryota","Chordata","Hyperoartia","Petromyzontiformes","Petromyzontidae","Lethenteron","GCA_015708825.1_ASM1570882v1",47.3,44.7,2.6,1.3,51.4,3640,1063012140,0.823596977937793,0.0480500382620277,1171.856,4,0,0,0,4,3
"GCA_015710095.1",448029,"Argyrosomus japonicus","Contig","Major","Full","2020/12/02","ASM1571009v1","Zhejiang Ocean University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/710/095/GCA_015710095.1_ASM1571009v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Sciaenidae","Argyrosomus","GCA_015710095.1_ASM1571009v1",97.6,87.6,10,0.3,2.1,3640,791960397,0.435240689362053,0.0185172024454147,460.8,35,5,14.2857142857143,7.07106781186548,40,2
"GCA_016077235.1",77115,"Cyprinodon tularosa","Contig","Major","Full","2020/12/17","ASM1607723v1","Purdue University","GCF_016077235.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/077/235/GCA_016077235.1_ASM1607723v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","GCA_016077235.1_ASM1607723v1",96.3,95.6,0.7,0.7,3,3640,1086898749,0.424182613297768,0.016135716428173,460.79999999,5,0,0,0,5,3
"GCA_016271365.1",7892,"Neoceratodus forsteri","Chromosome","Major","Full","2020/12/28","neoFor_v3","University of Konstanz","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/271/365/GCA_016271365.1_neoFor_v3","",NA,"na","Eukaryota","Chordata","Sarcopterygii","Ceratodontiformes","Ceratodontidae","Neoceratodus","GCA_016271365.1_neoFor_v3",NA,NA,NA,NA,NA,NA,NA,NA,NA,861.35,76,20.8,27.3684210526316,25.0998007960223,100,5
"GCA_016432855.1",8040,"Salvelinus namaycush","Chromosome","Major","Full","2021/01/06","SaNama_1.0","Universite Laval","GCF_016432855.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/432/855/GCA_016432855.1_SaNama_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","GCA_016432855.1_SaNama_1.0",93.9,59.6,34.3,1.2,4.9,3640,2345513379,0.396031299686548,0.018731497075805,460.8,30.625,12.28125,40.1020408163265,15.1933961218118,50,8
"GCA_016630915.1",34785,"Callionymus lyra","Scaffold","Major","Full","2021/01/13","ASM1663091v1","Senckenberg Nature Research Society","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/630/915/GCA_016630915.1_ASM1663091v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","GCA_016630915.1_ASM1663091v1",94.5,93.2,1.3,0.5,5,3640,568707486,0.63182175679542,0.0239886696339355,460.8,5.85714285714286,1.06122448979592,18.1184668989547,1.3451854182691,7,7
"GCA_016745375.1",90988,"Pimephales promelas","Scaffold","Major","Full","2021/01/24","EPA_FHM_2.0","US EPA","GCF_016745375.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/745/375/GCA_016745375.1_EPA_FHM_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","GCA_016745375.1_EPA_FHM_2.0",95.6,92.5,3.1,0.8,3.6,3640,1066412313,0.724304754320266,0.0201542543517125,137.188,3,1.14285714285714,38.0952380952381,1.52752523165195,5,7
"GCA_016785305.1",1156758,"Colistium nudipinnis","Scaffold","Major","Full","2021/02/01","ASM1678530v1","Center for Ecological and Environmental Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/785/305/GCA_016785305.1_ASM1678530v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Rhombosoleidae","Colistium","GCA_016785305.1_ASM1678530v1",96.5,95.2,1.3,0.8,2.7,3640,427535253,0.630926279846745,0.0298358507526396,NA,16,0,0,0,16,2
"GCA_016785345.1",195658,"Trinectes maculatus","Scaffold","Major","Full","2021/02/01","ASM1678534v1","Center for Ecological and Environmental Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/785/345/GCA_016785345.1_ASM1678534v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Achiridae","Trinectes","GCA_016785345.1_ASM1678534v1",96.7,95.5,1.2,0.6,2.7,3640,450194497,0.491087925337715,0.0221508416172399,460.8,6.6,0.88,13.3333333333333,1.14017542509914,8,5
"GCA_016801105.1",184451,"Esox niger","Scaffold","Major","Full","2021/02/02","ASM1680110v1","INRA","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/105/GCA_016801105.1_ASM1680110v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","GCA_016801105.1_ASM1680110v1",78.5,77.6,0.9,8.5,13,3640,859849040,0.420899684469255,0.0186895725324064,460.8,8.66666666666667,0.444444444444445,5.12820512820513,0.577350269189626,9,3
"GCA_016801145.1",75934,"Umbra pygmaea","Scaffold","Major","Full","2021/02/02","ASM1680114v1","INRA","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/145/GCA_016801145.1_ASM1680114v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Esociformes","Umbridae","Umbra","GCA_016801145.1_ASM1680114v1",60.2,59.1,1.1,14,25.8,3640,1950255054,0.453251914654276,0.0184839479975013,460.8,5.5,0,0,NA,5.5,1
"GCA_016801175.1",126735,"Esox masquinongy","Scaffold","Major","Full","2021/02/02","ASM1680117v1","INRA","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/175/GCA_016801175.1_ASM1680117v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","GCA_016801175.1_ASM1680117v1",78.1,76.9,1.2,7.5,14.4,3640,1138222515,0.418295671222717,0.0182488544430172,460.8,21.5,8.5,39.5348837209302,9.87420882906575,30,6
"GCA_016801195.1",75939,"Dallia pectoralis","Scaffold","Major","Full","2021/02/02","ASM1680119v1","INRA","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/195/GCA_016801195.1_ASM1680119v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Esociformes","Umbridae","Dallia","GCA_016801195.1_ASM1680119v1",64.6,63.6,1,11.6,23.8,3640,855499026,0.500976900542305,0.0227953292842206,460.8,8,0,0,0,8,3
"GCA_016801885.1",270537,"Toxotes chatareus","Chromosome","Major","Full","2021/02/04","ASM1680188v1","Center for Ecological and Environmental Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/885/GCA_016801885.1_ASM1680188v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Toxotidae","Toxotes","GCA_016801885.1_ASM1680188v1",92.1,90.9,1.2,0.4,7.5,3640,618729764,0.380316003720346,0.0160556071131564,460.8,7,1,14.2857142857143,1.4142135623731,8,2
"GCA_016801935.1",195632,"Platichthys stellatus","Chromosome","Major","Full","2021/02/04","ASM1680193v1","Center for Ecological and Environmental Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/935/GCA_016801935.1_ASM1680193v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","GCA_016801935.1_ASM1680193v1",96.7,95.4,1.3,0.6,2.7,3640,609990026,0.502575150948169,0.0215449850650509,460.8,20.4,4.32,21.1764705882353,5.12835256198323,24,5
"GCA_016806645.1",225387,"Ophiodon elongatus","Scaffold","Major","Full","2021/02/03","NWFSC_Oelon_r3.mflye","UC Santa Cruz","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/806/645/GCA_016806645.1_NWFSC_Oelon_r3.mflye","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Hexagrammidae","Ophiodon","GCA_016806645.1_NWFSC_Oelon_r3.mflye",96.6,95.8,0.8,0.8,2.6,3640,645892281,0.523000546791684,0.0229991415549987,460.8,20.3333333333333,3.11111111111111,15.3005464480874,4.03319558993445,25,6
"GCA_016835505.1",55291,"Polypterus senegalus","Chromosome","Major","Full","2021/02/09","ASM1683550v1","BGI","GCF_016835505.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/835/505/GCA_016835505.1_ASM1683550v1","",NA,"na","Eukaryota","Chordata","Cladistia","Polypteriformes","Polypteridae","Polypterus","GCA_016835505.1_ASM1683550v1",NA,NA,NA,NA,NA,NA,3673863536,0.401685343611554,0.0155108303402154,792.7,21.2833333333333,12.7166666666667,59.7494126859828,14.075569852289,34,6
"GCA_016859285.1",8245,"Xiphias gladius","Chromosome","Major","Full","2021/02/12","ASM1685928v1","Institute of Deep-Sea Science and Engineering, Chinese Academy of Sciences","GCF_016859285.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/859/285/GCA_016859285.1_ASM1685928v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Istiophoriformes","Xiphiidae","Xiphias","GCA_016859285.1_ASM1685928v1",96.7,96,0.7,0.5,2.8,3640,691790571,0.421161370716612,0.0174223435606786,460.8,14,6.4,45.7142857142857,7.94425019187532,30,10
"GCA_016859345.1",13575,"Istiophorus platypterus","Chromosome","Major","Full","2021/02/12","ASM1685934v1","Institute of Deep-Sea Science and Engineering, Chinese Academy of Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/859/345/GCA_016859345.1_ASM1685934v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Istiophoriformes","Istiophoridae","Istiophorus","GCA_016859345.1_ASM1685934v1",95.1,94.1,1,0.7,4.2,3640,614147335,0.434202655291053,0.0182282057773645,460.8,12,1,8.33333333333333,1.26491106406735,13,6
"GCA_016861445.1",1221322,"Oryzias woworae","Contig","Major","Full","2021/01/14","OryWow_0.9","National Institute of Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/861/445/GCA_016861445.1_OryWow_0.9","",NA,"na","Eukaryota","Chordata","Actinopteri","Beloniformes","Adrianichthyidae","Oryzias","GCA_016861445.1_OryWow_0.9",96.6,95.2,1.4,0.7,2.7,3640,699501264,0.428100526764488,0.0167668574791882,460.8,6,2,33.3333333333333,2.82842712474619,8,2
